ANO;CODIGO_ORGAO_ENTIDADE;SIGLA_ORGAO_ENTIDADE;CNPJ_CPF_CONTRATADO;CONTRATADO;OBJETO;DATA_INICIO_VIGENCIA;DATA_FIM_VIGENCIA;VALOR;PROCESSO_SEI;LINK_SEI;PROCESSO_COMPRA;NUMERO_SIAFI;INTEGRA_CONTRATO;LINK_PORTAL
2020;1400;CBMMG;03.928.511/0001-66;S.O.S SUL RESGATE - COMERCIO E SERVICOS DE SEGURANCA E SINALIZACAO LTDA;Aquisição de materiais de APH para o CBMMG conforme determinação da DLF.;20200408;;98900;1400.01.0017991/2020-09;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNbcC_-8cdJJUXlAnhOJAThKQnX8YUq5KYKyJ5r2heywL;1401269 000029/2020;NA;NA;http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/05-05-2020/1831009/0/0/23810/0/0/0/0/13074/65300807/159637/1576690/322058/1401269000029-2020
2020;1400;CBMMG;20.235.404/0001-71;DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA;Aquisição de materiais de APH para o CBMMG conforme determinação da DLF.;20200408;;59652;1400.01.0017991/2020-09;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNbcC_-8cdJJUXlAnhOJAThKQnX8YUq5KYKyJ5r2heywL;1401269 000029/2020;NA;NA;http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/05-05-2020/1831009/0/0/23810/0/0/0/0/13074/65300807/159637/1576690/322058/1401269000029-2020
2020;1400;CBMMG;26.729.755/0001-15;FORTE SINAL EQUIPAMENTOS - EIRELI;Aquisição de materiais de APH para o CBMMG conforme determinação da DLF.;20200408;;15600;1400.01.0017991/2020-09;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNbcC_-8cdJJUXlAnhOJAThKQnX8YUq5KYKyJ5r2heywL;1401269 000029/2020;NA;NA;http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/05-05-2020/1831009/0/0/23810/0/0/0/0/13074/65300807/159637/1576690/322058/1401269000029-2020
2020;1400;CBMMG;21.559.804/0001-03;GERBRA COMERCIO EIRELI - ME;Aquisição de materiais de APH para o CBMMG conforme determinação da DLF.;20200408;;10890;1400.01.0017991/2020-09;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNbcC_-8cdJJUXlAnhOJAThKQnX8YUq5KYKyJ5r2heywL;1401269 000029/2020;NA;NA;http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/05-05-2020/1831009/0/0/23810/0/0/0/0/13074/65300807/159637/1576690/322058/1401269000029-2020
2020;1250;PMMG;36.279.930/0001-73;M. M. M. Coelho Ltda;Máscaras facial, fabricadas em tecido de tricoline, composto de, no mínimo, 97% de algodão;20200418;20200717;260000;1250.01.0002197/2020-92;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNZ4RDZf2aqMM_baKMKhAG540znE_9IPMD0Qv4g2Gqu3K;1250084 000010/2020;9245786;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162617;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162617
2020;2300;DER-MG;03.367.118/0001-40;CONSTRUTORA SNARCO LTDA;Reforma da ala D e ampliação da capacidade de carga da subestação do Hospital Eduardo de Menezes, no município de Belo Horizonte, unidade integrante da Fundação Hospitalar do Estado de Minas Gerais;20200401;20201001;4359428,86;2300.01.0048942/2020-33;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNcRjPwXFitFhfS7KLPDdYgYJdPtKoxHVfo1reueoR29T;2301925 000001/2020;9245674;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162508;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162508
2020;2300;DER-MG;04.764.300/0001-06;EFICIENCIA CONSTRUTORA LTDA;Execução dos serviços de engenharia, abrangendo reparos gerais, complementação da instalação do sistema de climatização e exaustão, instalação de câmaras frias do SVO;20200415;20201015;1041625,57;2300.01.0053745/2020-41;;2301925 000002/2020;9245950;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162645;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162645
2020;2320;HEMOMINAS;04.158.618/0001-35;LIMPEZA & BRILHO LTDA - EPP;Material de limpeza SEI 2320.01.0004287/2020-78;20200504;;24600;2320.01.0004287/2020-78;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNdJH-sA_3hgPBGJ42wyKT1LxVuwm-WE3z2iJzf6SLR3I;2320310 000127/2020;NA;NA;http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-03-2020/13-05-2020/1831016/0/0/19839/0/0/0/0/21741/85200085/175924/1692143/323219/2320310000127-2020
2020;2320;HEMOMINAS;08.195.271/0001-51;FOCOS COMERCIAL LTDA;Material de limpeza SEI 2320.01.0004287/2020-78;20200504;;120000;2320.01.0004287/2020-78;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNdJH-sA_3hgPBGJ42wyKT1LxVuwm-WE3z2iJzf6SLR3I;2320310 000127/2020;NA;NA;http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-03-2020/13-05-2020/1831016/0/0/19474/0/0/0/0/5792/79200320/97713/1143883/323219/2320310000127-2020
2020;2320;HEMOMINAS;24.291.891/0001-40;DISTRIBUIR COMERCIO EIRELI - EPP;Material de limpeza SEI 2320.01.0004287/2020-78;20200504;;1005;2320.01.0004287/2020-78;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNdJH-sA_3hgPBGJ42wyKT1LxVuwm-WE3z2iJzf6SLR3I;2320310 000127/2020;NA;NA;http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-03-2020/13-05-2020/1831016/0/0/57442/0/0/0/0/18356/79200036/108267/1244515/323219/2320310000127-2020
2020;2320;HEMOMINAS;36.447.719/0001-12;PROF+ COMERCIO E DISTRIBUIÇÃO DE PRODUTOS DE LIMPEZA EIRELI;Material de limpeza SEI 2320.01.0004287/2020-78;20200504;;126161,8;2320.01.0004287/2020-78;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNdJH-sA_3hgPBGJ42wyKT1LxVuwm-WE3z2iJzf6SLR3I;2320310 000127/2020;NA;NA;http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-03-2020/13-05-2020/1831016/0/0/57442/0/0/0/0/18356/79200036/108267/1244515/323219/2320310000127-2020
2020;2320;HEMOMINAS;66.219.957/0001-31;AGUIMAR ANDRADE COMERCIO E ASSISTENCIA TECNICA EIRELI - EPP;Material de limpeza SEI 2320.01.0004287/2020-78;20200504;;6840;2320.01.0004287/2020-78;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNdJH-sA_3hgPBGJ42wyKT1LxVuwm-WE3z2iJzf6SLR3I;2320310 000127/2020;NA;NA;http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-03-2020/13-05-2020/1831016/0/0/57442/0/0/0/0/18356/79200036/108267/1244515/323219/2320310000127-2020
2020;1250;PMMG;52.202.744/0001-92;NACIONAL COMERCIAL HOSPITALAR S/A;Fornecimento de tiras de Glicemia, incluído o comodato gratuito de 150 glicosímetros;20200509;20200809;100643;1251.01.0002288/2020-60;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNYb6TANBRe2gwDj6AoLIwnuQBxWKHvE0dkHkdSA5sGXV;0250073 000009/2020;9247068;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162853;
2020;2300;DER-MG;00.645.535/0001-10;2A ENGENHARIA E CONSTRUCOES LTDA;Contratação de empresa especializada, em caráter emergencial e por dispensa de licitação, para a reforma do Hospital Júlia Jubitschek em Belo Horizonte;20200512;20201230;7116343,26;2300.01.0058319/2020-24;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNZMC_X2vfK31SJ80Ne-80XwFRI_knf2x3dLuVrJDLlhh;2301925 000003/2020;9247198;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=163055;
2020;1370;SEMAD;28.881.671/0001-28;DSI COM. IMP. E EXP. LTDA ME;Alcool em Gel;20200511;;545;1370.01.0011944/2020-19;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNUoeGjZV1q6qNvsvVLtA4lciXYV4Kn0M-ppC1Tbpz_8Q;1371054 000003/2020;NA;NA;http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/18-05-2020/1831058/0/0/56892/0/0/0/0/21584/85100242/170087/1669370/323559/1371054000003-2020
2020;2270;FHEMIG;09.610.464/0001-94;CONTROLAR INDUSTRIA E COMERCIO DE FILTROS E EQUIPAMENTOS EIRELI;Sitema de exaustão e filtragem do ar para o Hospital Eduardo de Menezes;20200227;;55120;2270.01.0006208/2020-28;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNUMxqxldeoWovKuMO7HnN0b1h6KyefwVO4V5BNlFUw00;0500005 000009/2020;NA;NA;http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/19-05-2020/1831008/0/0/23644/0/0/0/0/13862/65181557/209823/1746723/319179/0500005000009-2020
2020;2270;FHEMIG;02.873.047/0001-95;VITAE TECNOLOGIA EM MEDICINA LTDA - EPP;Manteunção Corretiva em Ventiladores Pulmonares da Marca Dixtal;20200423;;116438,2;2270.01.0011278/2020-05 ;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNZ4thJFL3aD41mUdewfqOVgqHx_C0cn5sM0KUFryvhiD;0510037 000125/2020;NA;NA;http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/19-05-2020/1831008/0/0/22830/0/0/0/0/17638/7010010/92859/10758/322569/0510037000125-2020
2020;2270;FHEMIG;03.479.428/0001-57;ATUANTE COMERCIAL LTDA-ME;Aquisição de reguladores de pressão para cilindro de oxigênio e rede canalizada de oxigênio e ar comprimido;20200327;;6160;2270.01.0011621/2020-56;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNfHosv7CHKwKv6nG5zSy7lILjm3_gDalmMXv8MGC471p;0518005 000036/2020;NA;NA;http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/19-05-2020/1831008/0/0/18037/0/0/0/0/5958/48200220/155765/1456741/321242/0518005000036-2020
2020;2270;FHEMIG;04.956.527/0001-45;ORION COMERCIO DE ARTIGOS MEDICOS LTDA;Aquisição de pinça hemostática Kelly para o HRAD/FHEMIG;20200423;;188;2270.01.0011840/2020-60;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNdDJEAKy7_1KkCMtnIfGZ81gZ2XHlSBUgaC2tB8vj9mX;0518005 000037/2020;NA;NA;http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-01-2020/19-05-2020/1831008/0/0/33763/0/0/0/0/15854/65230647/3299/61204/322642/0518005000037-2020
2020;1320;SES;11.405.384/0001-49;ALFA MED SISTEMAS MEDICOS LTDA;Aquisição de monitores respiratórios, para atendimento a demanda da Pandemia do COVID-19, no Estado de Minas Gerais;20200404;20201003;175680;1500.01.0016175/2020-18;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNfNt5bG0xtwVT036uzyHHpjGV5aqG5njRuiyFTmrZXXO;1501561 000015/2020;9245710;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162549;
2020;1320;SES;20.235.404/0001-71;DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA;Aquisição de Máscaras N95, para atendimento a pandemia do COVID-19, no Estado de Minas Gerais;20200404;20201003;11257500;1320.01.0038920/2020-59;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNUkApG51peFMARHIXGBukGXSpHubhMU-5fnf5SJ8ey6H;1501561 000016/2020;9245712;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162531;
2020;1320;SES;01.212.789/0001-07;R&D MEDIQ EQUIPAMENTOS E SERVIÇOS ESPECIALIZADOS LTDA;Aquisição de monitores respiratórios, para atendimento da pandemia do COVID-19;20200408;20201007;472395;1500.01.0017829/2020-77;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNdQ4oRxmvW9pnK9vKsjLJAycEfDozyMx5goZlzcbf4Mh;1501561 000017/2020;9245714;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162552;
2020;1500;SEPLAG;52.202.744/0001-92;NACIONAL COMERCIAL HOSPITALAR S/A;Aquisição de luvas, para atendimento a demanda da pandemia do COVID-19, no Estado de Minas Gerais;20200409;;1052800;1500.01.0017382/2020-21;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNUAGREm10rtH8EyWB4GHzPTK7GQGOKYE_fkgkdsW8Z6f;1501561 000018/2020;NA;NA;http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/2/2020/01-03-2020/22-05-2020/1831065/2/0/0/0/0/0/0/21609/84950013/170586/1672592/321925/1501561000018-2020
2020;1320;SES;90.909.631/0001-10;INSTRAMED INDUSTRIA MEDICO HOSPITALAR LTDA;Aquisição de Cardioversor com marcapasso para atendimento de demanda da Secretaria de Estado da Saúde, visando equipar as unidades hospitalares envolvidas no atendimento e combate ao COVID-19;20200410;20201009;1416600;1500.01.0018434/2020-38;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNd9wg_GxfQdO9kP9tLZDScOCbeAxVN_lV9hX4g3XPDsI;1501561 000019/2020;9245760;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162606;
2020;1500;SEPLAG;20.235.404/0001-71;DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA;Aquisição de equipamentos médicos Hospitalares, para atendimento a demanda da pandemia do COVID-19, no Estado de Minas Gerais;20200410;20201009;5149557,5;1500.01.0019011/2020-76;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNT3y2moQgKxLgOHoUUS13f0ir908xrj-QXK1zDd9TLD-;1501561 000020/2020;9245764;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162607;
2020;1320;SES;03.620.716/0001-80;CMOS DRAKE DO NORDESTE S.A;Aquisição de Cardioversores para atendimento a pandemia do COVID-19, no Estado de Minas Gerais;20200414;20201013;2127400;1500.01.0019103/2020-17;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNQyKQ2LN1E2Z105Gh8X_iVewj7W1Y5VyCcpPXR2vacCn;1501561 000021/2020;9245766;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162597;
2020;1320;SES;10.444.624/0001-51;SISNAC PRODUTOS PARA SAUDE LTDA;Aquisição de Aparelhos respiratórios para atendimento a demanda da pandemia do COVID-19, no Estado de Minas Gerais;20200416;20201015;3265000;1500.01.0018532/2020-11;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNYX2MPf1EaoBsxrQA32QUq0yeoMRnBBShIM3PTB1Jn3l;1501561 000022/2020;3245781;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162614;
2020;2270;FHEMIG;14.707.364/0001-10;XCMG BRASIL INDUSTRIA LTDA;Aquisição  de Máscaras N95 para atendimento a pandemia do COVID-19, no Estado de Minas Gerais;20200424;;6310939,7;1500.01.0019377/2020-88;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNSjws8--_G4k2QvBfMLiDt9aYR5v-JFbxMvocMhiYnmr;1501561 000023/2020;NA;NA;http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-03-2020/22-05-2020/1831008/0/0/30348/0/0/0/0/10733/65320034/10036/125628/322363/1501561000023-2020
2020;1500;SEPLAG;52.202.744/0001-82;NACIONAL COMERCIAL HOSPITALAR S/A;Aquisição de luvas, para atendimento a demanda da pandemia do COVID-19, no Estado de Minas Gerais;20200417;;572550;1500.01.0019842/2020-46;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNQ-7S4HdtuZ2tRT2ihh0Mc2TMrlTYKlrSUALbpTWdDIL;1501561 000024/2020;NA;NA;http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/2/2020/01-03-2020/22-05-2020/1831065/2/0/0/0/0/0/0/21609/84950013/170586/1672592/322509/1501561000024-2020
2020;1500;SEPLAG;20.235.404/0001-71;DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA;Aquisição emergencial de equipamentos para proteção individual, visando equipar e proteger os profissionais envolvidos no atendimento e combate a pandemia do COVID-19 no Estado de Minas Gerais;20200423;20201022;7350000;1500.01.0020051/2020-29;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNT5QG9edZ9qFcWAIHB4XPUqvNgI1GZ9_NTCAJyo1S4jb;1501561 000025/2020;9246004;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162676;
2020;1500;SEPLAG;14.707.364/0001-10;XCMG BRASIL INDUSTRIA LTDA;Aquisição de máscaras descartáveis, para atendimento a demanda de pandemia do COVID-19, no Estado de Minas Gerais;20200423;20201022;8220000;1500.01.0020336/2020-94;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNfPhIMOlq1KvViQ9Y5z_UX5Az8xDi1-K1mNgYgrN0YQE;1501561 000026/2020;9246005;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162677;
2020;2270;FHEMIG;14.707.364/0001-10;XCMG BRASIL INDUSTRIA LTDA;Aquisição de equipamentos médicos Hospitalares, para atendimento a demanda da pandemia do COVID-19, no Estado de Minas Gerais;20200424;;2334512,88;1500.01.0020447/2020-07;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNV3UTwo-FCdcv9HnEOu0LtYV_RHPnni7A0380GJPLVdO;1501561 000027/2020;NA;NA;http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-03-2020/22-05-2020/1831008/0/0/30348/0/0/0/0/10733/65320034/8733/125245/322808/1501561000027-2020
2020;1320;SES;61.849.381/0001-09;KTK INDUSTRIA, IMPORTACAO, EXPORTACAO E COMERCIO DE EQUIPAMENTOS HOSPITALARES LTDA;Aquisição de ventiladores respiratórios em atendimento a demanda da pandemia do COVID-19, no Estado de Minas Gerais;20200429;20201028;43965000;1320.01.0046719/2020-73;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNbQ7AwV304bEwORegrpC8MU26oRYg3foGOu7dRNBiSC6;1501561 000028/2020;9247074;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162832;
2020;1320;SES;13.545.241/0001-68;SINTESE BIOTECNOLOGIA LTDA;Aquisição de kits de biologia molecular (PCR) para diagnóstico laboratorial do COVID-19 para enfrentamento de demanda da Secretaria de Estado da Saúde, visnado a ampliação da rede diagnóstica no Estado;20200430;20201029;5155780,63;1500.01.0018971/2020-89;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNUQWfe3MlhzbSyoPeP8vAWsPGWtDxxZB9X87V89pINb5;1501561 000029/2020;9247090;http://www.transparencia.mg.gov.br/compras-e-patrimonio/compras-e-contratos/comprasecontratos-procedimento/3/2020/01-03-2020/22-05-2020/1831017/0/0/20981/0/0/0/0/18494/68107757/215223/1753070/323117/1501561000029-2020;
2020;1500;SEPLAG;15.300.600/0001-42;MONICA REIS RUBIA-ME;Aquisição de aventais cirúrgicos de TNT impermeável, para atendimento a demanda da pandemia do COVID-19, no Estado de Minas Gerais;20200508;20201107;6145000;1500.01.0020360/2020-28;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNbKgSOpElIwXfkVKO9SUqmTWxMs9s1x6ZQSd1E_EdFHf;1501561 000030/2020;9247154;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162971;
2020;1320;SES;00.331.788/0031-34;AIR LIQUIDE BRASIL LTDA;Aquisição de ventiladores pulmonares para atendimento de demanda da Secretaria de Estado da Saúde, visando equipar as unidades hospitalares envolvidas no atendimento e combate a pandemia do COVID-19;20200507;20201106;7307776,86;1500.01.0021514/2020-07;https://www.sei.mg.gov.br/sei/modulos/pesquisa/md_pesq_processo_exibir.php?IC2o8Z7ACQH4LdQ4jJLJzjPBiLtP6l2FsQacllhUf-duzEubalut9yvd8-CzYYNLu7pd-wiM0k633-D6khhQNT1a_l40I2Ai3bADRCtSKqirkhVuMkobFpuiBgJavWbj;1501561 000031/2020;9247151;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=162969;
